日期,西德州(美元/桶),杜拜(美元/桶),布蘭特(美元/桶)
2006/01/20,68.31,60.97,64.94
2006/01/19,66.84,59.45,63.7
2006/01/18,65.79,60.07,63.66
2006/01/17,66.37,59.26,63.09
2006/01/16,63.98,58.04,62.51
2006/01/13,63.98,56.84,62.06
2006/01/12,63.9,58.15,62.69
2006/01/11,63.75,57.17,61.49
2006/01/10,63.43,57.2,62.41
2006/01/09,63.66,57.87,62.55
2006/01/06,64.37,57.28,62.68
2006/01/05,62.95,57.26,61.8
2006/01/04,63.68,58.38,61.36
2006/01/03,63.45,55.84,61.49
2006/01/02,61.29,53.96,57.83
2005/12/30,61.29,53.96,57.83
2005/12/29,60.57,53.36,57.2
2005/12/28,59.97,52.48,56.63
2005/12/27,58.31,52.21,56.32
2005/12/26,58.24,52.32,56.32
2005/12/23,58.24,53.35,56.32
2005/12/22,58.39,53.25,57.16
2005/12/21,58.52,52.59,56.49
2005/12/20,58.24,52.61,56.13
2005/12/19,57.6,53.39,56.22
2005/12/16,58.32,54.65,58.24
2005/12/15,60.3,55.84,59.77
2005/12/14,61.01,55.95,59.5
2005/12/13,61.68,55.29,58.88
2005/12/12,61.51,54.68,57.45
2005/12/09,59.5,54.99,56.96
2005/12/08,60.72,53.92,56.31
2005/12/07,59.42,54.57,55.3
2005/12/06,60.25,53.69,55.81
2005/12/05,60.22,54.24,57.67
2005/12/02,59.68,53.43,55.01
2005/12/01,58.83,52.18,53.46
2005/11/30,57.73,50.97,53.27
2005/11/29,56.76,51.89,53.47
2005/11/28,57.57,51.41,53.02
2005/11/25,58.28,51.24,53.07
2005/11/24,58.28,51.63,53.37
2005/11/23,58.28,51.99,54.55
2005/11/22,58,52.46,54.01
2005/11/21,56.76,51.55,53.16
2005/11/18,56,50.74,52.78
2005/11/17,56.25,52.12,53.77
2005/11/16,57.89,51.15,53.45
2005/11/15,56.99,50.8,54.4
2005/11/14,57.85,52,54.23
2005/11/11,57.69,51.46,53.81
2005/11/10,58.06,52.32,54.93
2005/11/09,59.29,53.5,57.49
2005/11/08,60.14,53,57.63
2005/11/07,59.93,53.71,58.34
2005/11/04,60.94,55.04,60.32
2005/11/03,62.14,53.53,59.47
2005/11/02,60.16,53.12,58.74
2005/11/01,60.26,52.49,58.41
2005/10/31,60.02,53.23,58.53
2005/10/28,61.33,54.33,58.86
2005/10/27,61.2,54.47,58.21
2005/10/26,60.77,54.92,60.1
2005/10/25,62.5,56.03,58.93
2005/10/24,60.63,52.73,57.48
2005/10/21,60.79,52.25,56.94
2005/10/20,60.64,53.06,56.63
2005/10/19,61.92,54.05,58.87
2005/10/18,62.86,54.64,58.9
2005/10/17,64.02,55.3,59.89
2005/10/14,62.29,53.75,58.27
2005/10/13,62.69,55.43,60.21
2005/10/12,63.73,55.01,59.31
2005/10/11,63.24,54.61,58.47
2005/10/10,61.61,53.35,56.28
2005/10/07,61.79,54.83,58.01
2005/10/06,61.27,54.22,58.31
2005/10/05,62.8,56.06,61.1
2005/10/04,64.01,56.65,60.13
2005/10/03,65.58,57.97,62.03
2005/09/30,66.25,57.87,61.91
2005/09/29,66.7,58.69,63.13
2005/09/28,66.76,57.86,62.91
2005/09/27,65.37,58.17,62.82
2005/09/26,65.98,56.64,61.65
2005/09/23,64.3,58.48,62.05
2005/09/22,66.42,59.35,64.44
2005/09/21,66.71,58.92,64.51
2005/09/20,66.39,58.71,62.64
2005/09/19,67.6,59.51,63.34
2005/09/16,63.31,57.14,60.18
2005/09/15,65.21,57.72,61.97
2005/09/14,65.5,56.1,61.28
2005/09/13,63.62,55.61,61.73
2005/09/12,63.95,55.63,60.78
2005/09/09,64.97,57.47,63.28
2005/09/08,64.97,57.3,63.82
2005/09/07,64.85,58.92,64.15
2005/09/06,66.42,59.22,63.99
2005/09/05,68.03,58.44,64.34
2005/09/02,68.03,59.24,66.54
2005/09/01,69.93,61.12,67.02
2005/08/31,69.93,59.86,67.02
2005/08/30,70.37,59.87,66.07
2005/08/29,67.71,60.04,66.5
2005/08/26,66.34,59.66,66.5
2005/08/25,67.5,58.96,66.05
2005/08/24,67.38,58.2,65.44
2005/08/23,65.62,57.1,65
2005/08/22,65.71,57.21,65.67
2005/08/19,65.46,56.85,63.96
2005/08/18,63.48,56.21,61.74
2005/08/17,63.41,58.29,63.74
2005/08/16,66.29,58.41,66.09
2005/08/15,66.5,58.05,66.73
2005/08/12,67.12,58.65,67.12
2005/08/11,66.16,58.07,65.67
2005/08/10,65.26,57.32,62.77
2005/08/09,63.43,56.65,62.6
2005/08/08,64.32,56.06,62.71
2005/08/05,62.77,55.3,60.07
2005/08/04,61.84,55.41,60.95
2005/08/03,61.17,55.58,60.24
2005/08/02,62.15,55.43,60.46
2005/08/01,61.93,54.91,61.04
2005/07/29,60.25,55.07,59.82
2005/07/28,60.25,52.92,58.23
2005/07/27,59.37,53.61,58.37
2005/07/26,59.36,53.04,58.45
2005/07/25,56.02,51.71,57.47
2005/07/22,55.89,51.96,56.98
2005/07/21,55.89,50.43,55.57
2005/07/20,57.08,50.96,56.31
2005/07/19,57.62,52.38,57.38
2005/07/18,57.48,53.19,56.96
2005/07/15,58.2,52.86,57.44
2005/07/14,57.83,53.66,56.8
2005/07/13,60.02,55.02,58.25
2005/07/12,60.68,53.24,58.18
2005/07/11,59.03,54.57,56.07
2005/07/08,59.79,55.5,58.98
2005/07/07,60.89,54.88,57.46
2005/07/06,61.44,54.7,58.53
2005/07/05,59.75,53.76,57.72
2005/07/04,58.91,53.32,57.08
2005/07/01,58.91,51.37,56.58
2005/06/30,56.65,51.27,55.38
2005/06/29,57.35,51.89,55.51
2005/06/28,58.18,53.14,57.71
2005/06/27,60.41,53.35,58.52
2005/06/24,59.5,52.99,57.06
2005/06/23,59.08,51.59,57.13
2005/06/22,57.95,52.15,55.95
2005/06/21,59.02,52.54,57.35
2005/06/20,58.58,52.72,57.2
2005/06/17,58.58,52.5,56.18
2005/06/16,55.67,51.24,54.77
2005/06/15,55.67,51.16,54.27
2005/06/14,55.11,50.69,53.47
2005/06/13,55.78,49.2,52.28
2005/06/10,53.7,49.99,51.21
2005/06/09,54.49,49.47,52.44
2005/06/08,52.65,49.02,51.71
2005/06/07,53.82,49.36,53.14
2005/06/06,54.49,49.76,52.55
2005/06/03,55.09,48.83,52.12
2005/06/02,53.74,48.97,51.46
2005/06/01,54.86,46.71,50.89
2005/05/31,52.13,45.7,49.46
2005/05/30,51.85,46.07,49.74
2005/05/27,51.85,45.92,49.74
2005/05/26,51.02,45.67,49.52
2005/05/25,50.8,45.41,48.98
2005/05/24,49.43,45.28,47.31
2005/05/23,48.77,43.74,47.51
2005/05/20,46.96,44.18,48.26
2005/05/19,47.43,43.67,48.12
2005/05/18,47.66,44.35,48.22
2005/05/17,48.87,43.95,47.32
2005/05/16,48.87,43.86,46.95
2005/05/13,48.83,44.39,46.35
2005/05/12,48.65,44.16,46.66
2005/05/11,50.51,45.17,48.97
2005/05/10,52.13,46.24,50.29
2005/05/09,52.14,45.02,49.48
2005/05/06,51.12,45.84,50.24
2005/05/05,51.04,45.71,48.82
2005/05/04,50.29,45.07,50.1
2005/05/03,49.66,44.98,49.86
2005/05/02,50.98,45.8,50.77
2005/04/29,49.68,45.63,50.77
2005/04/28,51.52,45.39,50.27
2005/04/27,51.52,45.88,51.08
2005/04/26,54.11,47.01,51.76
2005/04/25,53.38,48.02,53.14
2005/04/22,54.5,47.81,53.31
2005/04/21,52.31,45.94,51.67
2005/04/20,52.4,45.96,51.23
2005/04/19,52.25,44.31,50.23
2005/04/18,50.23,44.16,49.51
2005/04/15,50.4,45.31,49.6
2005/04/14,51.09,45.13,49.82
2005/04/13,50.33,45.57,50.96
2005/04/12,51.72,47.03,52.64
2005/04/11,53.62,46.79,52.14
2005/04/08,53.23,47.53,51.79
2005/04/07,54.07,49.47,54.11
2005/04/06,55.81,49.71,54.21
2005/04/05,55.9,49.42,54.47
2005/04/04,56.77,49.73,55.57
2005/04/01,57.03,48.46,53.92
2005/03/31,55.13,45.61,52.93
2005/03/30,53.72,45.87,50.57
2005/03/29,53.94,45.89,51.31
2005/03/28,53.86,46.54,52.39
2005/03/25,54.85,46.5,52.39
2005/03/24,54.85,46.93,52.39
2005/03/23,56.04,47.16,52.66
2005/03/22,55.69,47.59,55.73
2005/03/21,56.27,47.09,55.52
2005/03/18,56.38,47.52,55.71
2005/03/17,56.11,47.78,55.51
2005/03/16,56.17,46.24,54.93
2005/03/15,54.82,45.99,53.52
2005/03/14,54.75,45.61,53.27
2005/03/11,54.23,44.48,53.02
2005/03/10,53.35,45.1,53.44
2005/03/09,54.6,45.68,53.88
2005/03/08,54.37,44.31,53.07
2005/03/07,53.59,43.54,51.74
2005/03/04,53.59,43.7,52.26
2005/03/03,53.38,43.94,53.11
2005/03/02,52.86,42.88,50.66
2005/03/01,51.34,42.21,49.95
2005/02/28,51.46,42.7,49.97
2005/02/25,50.5,42.4,49.36
2005/02/24,50.33,42.4,49.04
2005/02/23,50.21,42.03,47.79
2005/02/22,50.81,41.2,47.3
2005/02/21,48.01,40.77,46.18
2005/02/18,48.01,40.3,45.77
2005/02/17,47.25,39.99,46.02
2005/02/16,48.04,39.06,44.86
2005/02/15,46.99,39.23,44.7
2005/02/14,47.16,38.66,44.03
2005/02/11,46.89,39.25,44.37
2005/02/10,46.86,37.67,43.4
2005/02/09,45.17,37.67,43.4
2005/02/08,45.06,37.67,42.71
2005/02/07,44.94,38.5,42.71
2005/02/04,46.14,38.41,43.65
2005/02/03,46.06,37.52,43.04
2005/02/02,46.28,38.76,44.12
2005/02/01,46.68,39.21,45.08
2005/01/31,47.81,38.47,44.34
2005/01/28,46.74,39.86,45.01
2005/01/27,48.3,41.16,46.79
2005/01/26,48.34,40.62,46.26
2005/01/25,49,40.17,46.11
2005/01/24,48.62,40.25,45.68
2005/01/21,47.79,38.63,45.78
2005/01/20,46.42,38.39,43.97
2005/01/19,47.01,39.62,45.08
2005/01/18,47.89,38.77,44.89
2005/01/17,48.04,39.12,45.37
2005/01/14,48.04,38.67,45.69
2005/01/13,47.75,37.89,45.15
2005/01/12,46.09,37.42,42.79
2005/01/11,45.44,37.09,43.19
2005/01/10,45.09,37.59,44.66
2005/01/07,45.19,36.47,43.57
2005/01/06,45.32,34.63,43.1
2005/01/05,43.1,35.52,41.06
2005/01/04,43.61,34.09,40
2005/01/03,41.83,35.17,39.93
2004/12/31,43.16,35.04,39.93
2004/12/30,43.16,34.56,39.93
2004/12/29,43.35,34.42,38.99
2004/12/28,41.48,33.63,40.06
2004/12/27,41.03,34.88,40.06
2004/12/24,43.69,35.37,40.06
2004/12/23,43.69,34.89,40.59
2004/12/22,43.75,36.2,41.17
2004/12/21,45.26,36.7,42.84
2004/12/20,45.35,36.43,42.73
2004/12/17,46.04,35.46,43.05
2004/12/16,43.99,35.81,40.7
2004/12/15,44.05,35.31,40.75
2004/12/14,41.77,34.3,37.28
2004/12/13,40.96,33.11,36.89
2004/12/10,40.57,33.96,38.1
2004/12/09,42.34,33.67,38.39
2004/12/08,41.7,32.33,37.55
2004/12/07,41.17,34.22,37.44
2004/12/06,42.68,34.07,38.64
2004/12/03,42.22,32.19,38.1
2004/12/02,42.96,32.87,38.28
2004/12/01,45.21,35.96,41.5
2004/11/30,48.86,36.1,44.07
2004/11/29,49.47,35.74,43.6
2004/11/26,49.27,35.88,42.6
2004/11/25,49.27,36.33,43.02
2004/11/24,49.27,35.06,42.45
2004/11/23,48.65,34.7,43.08
2004/11/22,48.35,34.94,42.69
2004/11/19,48.15,34.57,42.48
2004/11/18,45.93,34.13,40.58
2004/11/17,46.55,33.49,41.64
2004/11/16,45.82,33.15,41.06
2004/11/15,46.88,33.15,40.7
2004/11/12,47.03,33.89,41.26
2004/11/11,47.17,35.94,41.82
2004/11/10,48.62,35.36,42.19
2004/11/09,47.05,36.27,41.94
2004/11/08,48.81,36.61,44.69
2004/11/05,49.32,36.06,45.33
2004/11/04,48.53,37.56,45.02
2004/11/03,50.56,38.83,46.64
2004/11/02,49.38,37.15,45.68
2004/11/01,49.89,37.1,46.88
2004/10/29,51.72,38.62,48.8
2004/10/28,50.68,39.51,48.58
2004/10/27,52.24,39.85,49.8
2004/10/26,55.03,38.87,52.06
2004/10/25,55.4,39.26,51.51
2004/10/22,55.17,39.54,51.99
2004/10/21,54.27,39.69,50.98
2004/10/20,54.67,38.94,50.88
2004/10/19,53.07,38.8,49.26
2004/10/18,53.52,37.31,50.39
2004/10/15,54.74,37.76,51.17
2004/10/14,54.54,38.74,51.57
2004/10/13,53.64,37.86,51.03
2004/10/12,52.49,39.29,50.29
2004/10/11,53.62,39.33,51.02
2004/10/08,53.32,38.9,49.69
2004/10/07,52.68,38.9,48.62
2004/10/06,52.03,38.35,47.36
2004/10/05,51.09,38.36,47.54
2004/10/04,49.88,38.26,46.76
2004/10/01,50.13,38.22,47.31
2004/09/30,49.54,38.89,47.15
2004/09/29,49.51,38.37,47.02
2004/09/28,49.81,38.51,47.52
2004/09/27,49.64,37.11,46.83
2004/09/24,48.88,36.72,46.44
2004/09/23,48.46,37.06,46.19
2004/09/22,48.35,36.66,45.82
2004/09/21,47.07,36.61,44.35
2004/09/20,46.23,35.53,44
2004/09/17,45.4,35.49,43.36
2004/09/16,43.67,34.63,41.19
2004/09/15,43.39,35.07,40.93
2004/09/14,44.25,35.61,41.63
2004/09/13,43.68,35.35,41.18
2004/09/10,42.55,35.88,40.2
2004/09/09,44.34,36.81,42.29
2004/09/08,42.48,35.82,40.35
2004/09/07,42.97,35.49,40.7
2004/09/06,43.65,35.36,40.51
2004/09/03,43.65,36.37,41.21
2004/09/02,43.71,37.41,41.59
2004/09/01,43.64,37.05,41.35
2004/08/31,41.76,35.61,39.57
2004/08/30,42.11,36.62,40.8
2004/08/27,42.8,36.77,40.8
2004/08/26,42.75,36.3,40.9
2004/08/25,43.25,37.91,41.34
2004/08/24,45.34,38.91,42.84
2004/08/23,46.05,39.55,43.49
2004/08/20,47.49,41.01,44.12
2004/08/19,48.33,39.81,45.36
2004/08/18,46.9,39.51,44.18
2004/08/17,46.41,38.45,44.57
2004/08/16,45.84,39.43,45.16
2004/08/13,46.43,38.95,44.99
2004/08/12,45.34,38.29,44.16
2004/08/11,44.69,37.84,43.25
2004/08/10,44.46,37.89,43.34
2004/08/09,44.77,36.85,43.42
2004/08/06,43.86,36.85,43.07
2004/08/05,44.32,36.39,43.52
2004/08/04,42.38,36.99,41.97
2004/08/03,44.06,36.59,42.85
2004/08/02,43.74,36.09,41.83
2004/07/30,43.73,36.21,41.88
2004/07/29,42.68,35.49,41
2004/07/28,42.8,35.53,41.12
2004/07/27,41.74,35.04,39.99
2004/07/26,41.29,34.96,39.42
2004/07/23,41.23,34.78,39.63
2004/07/22,41.16,34.1,39.42
2004/07/21,40.56,34.01,38.56
2004/07/20,40.59,34.42,38.3
2004/07/19,41.47,34.83,38.91
2004/07/16,40.85,34.66,38.84
2004/07/15,40.62,34.78,38.11
2004/07/14,40.86,33.72,38.33
2004/07/13,39.35,33.48,36.56
2004/07/12,39.48,33.88,36.87
2004/07/09,39.93,34.24,37.67
2004/07/08,40.27,34.22,37.99
2004/07/07,38.98,33.9,36.35
2004/07/06,39.61,34.45,36.21
2004/07/05,38.31,33.91,35.65
2004/07/02,38.31,33.6,35.21
2004/07/01,38.65,33.23,35.36
2004/06/30,36.95,31.08,33.79
2004/06/29,35.55,31.33,32.45
2004/06/28,36.08,31.15,33.28
2004/06/25,37.35,32.24,34.59
2004/06/24,37.75,32.81,34.89
2004/06/23,37.73,33.04,34.59
2004/06/22,38.15,32.6,35.15
2004/06/21,37.63,33.6,35.13
2004/06/18,38.74,33.47,35.75
2004/06/17,38.44,32.75,35.77
2004/06/16,37.28,32.54,34.77
2004/06/15,37,33.41,34.58
2004/06/14,37.39,33.08,35.33
2004/06/11,38.24,33.17,35.65
2004/06/10,38.24,32.87,35.81
2004/06/09,37.34,32.45,35.19
2004/06/08,37.07,33.82,35.1
2004/06/07,38.47,32.72,35.94
2004/06/04,38.27,33.39,35.8
2004/06/03,39.07,34.47,36.68
2004/06/02,39.73,35.67,37.24
2004/06/01,42.11,35.67,39.5
2004/05/31,39.68,33.84,36.79
2004/05/28,39.68,33.94,37.07
2004/05/27,39.23,33.75,36.83
2004/05/26,40.45,34.58,37.73
2004/05/25,41.08,34.4,38.28
2004/05/24,41.77,34.15,38.99
2004/05/21,39.83,33.91,37.43
2004/05/20,40.75,35.03,38.38
2004/05/19,41.32,34.9,39.02
2004/05/18,40.34,34.28,38.07
2004/05/17,41.39,34.71,39.13
2004/05/14,41.22,35.79,39.1
2004/05/13,40.88,35,38.23
2004/05/12,40.58,34.42,38.49
2004/05/11,39.9,34.41,37.91
2004/05/10,38.75,32.9,36.53
2004/05/07,39.72,34.2,37.34
2004/05/06,39.15,34.06,36.59
2004/05/05,39.35,33.1,36.12
2004/05/04,38.75,32.63,35.93
2004/05/03,38,32.11,35.17
2004/04/30,37.13,32.4,34.89
2004/04/29,37.08,31.77,34.55
2004/04/28,37.2,31.83,34.4
2004/04/27,37.29,31.73,34.37
2004/04/26,36.73,31.24,33.8
2004/04/23,36.9,31.26,33.31
2004/04/22,37.19,30.62,33.56
2004/04/21,36.25,30.48,32.63
2004/04/20,37.25,30.88,33.28
2004/04/19,37.05,31.64,33.51
2004/04/16,37.4,31.77,33.92
2004/04/15,37.25,30.88,34.17
2004/04/14,36.38,30.79,33.65
2004/04/13,36.99,31.31,33.55
2004/04/12,37.62,31.19,34.15
2004/04/08,36.9,30.87,34.15
2004/04/07,35.98,29.19,33.11
2004/04/06,34.8,28.64,31.96
2004/04/05,34.23,28.69,31.33
2004/04/02,34.23,28.14,30.87
2004/04/01,34.1,29.59,32.31
2004/03/31,35.59,30.36,32.27
2004/03/30,36.07,29.75,33.32
2004/03/29,35.28,29.41,32.74
2004/03/26,35.5,29.63,32.99
2004/03/25,35.4,29.8,33.03
2004/03/24,37.43,30.98,34.21
2004/03/23,37.43,30.38,34.67
2004/03/22,36.85,30.37,34.14
2004/03/19,37.8,30.52,34.67
2004/03/18,37.65,30.54,35.39
2004/03/17,37.95,30.48,35.61
2004/03/16,37.25,30.02,34.75
2004/03/15,36.7,30.05,34.32
2004/03/12,35.98,30.23,33.05
2004/03/11,36.58,29.78,33.59
2004/03/10,35.95,29.46,32.93
2004/03/09,36.1,30.07,33.18
2004/03/08,36.35,30.61,33.8
2004/03/05,37.13,30.61,34.36
2004/03/04,36.5,29.79,33.9
2004/03/03,35.58,30.01,32.24
2004/03/02,36.53,30.33,34.21
2004/03/01,36.1,29.87,34.36
2004/02/27,35.93,29.18,33.18
2004/02/26,36.85,29.14,32.39
2004/02/25,36.63,28.58,33.03
2004/02/24,35.35,28.97,31.43
2004/02/23,35,28.39,31.4
2004/02/20,34.83,28.86,31.21
2004/02/19,35.18,28.91,31.3
2004/02/18,34.6,29.15,31.54
2004/02/17,34.48,28.48,30.99
2004/02/16,33.8,28.45,31.07
2004/02/13,33.8,28.18,30.8
2004/02/12,33.13,27.7,30.18
2004/02/11,33.03,27.96,30.23
2004/02/10,33.03,27.32,30.35
2004/02/09,32.13,26.97,29.36
2004/02/06,31.68,27.22,29.02
2004/02/05,32.33,26.9,29.71
2004/02/04,32.23,27.75,29.13
2004/02/03,33.28,27.87,29.5
2004/02/02,34.28,27.06,30.43
2004/01/30,32.38,27.56,29.57
2004/01/29,32.08,27.61,29.39
2004/01/28,33.15,28.23,30.39
2004/01/27,34,28.56,30.61
2004/01/26,34.13,28.49,31.58
2004/01/23,34.63,28.85,32.09
2004/01/22,33.93,28.85,32.24
2004/01/21,34.53,28.85,32.04
2004/01/20,35.93,28.85,32.41
2004/01/19,34.85,28.45,31.64
2004/01/16,34.85,27.71,31.68
2004/01/15,33.33,28.82,30.57
2004/01/14,34.23,28.81,32.1
2004/01/13,34.88,29.56,32.59
2004/01/12,34.57,28.7,32.63
2004/01/09,34.2,29.47,32.09
2004/01/08,33.81,28.82,31.75
2004/01/07,33.47,28.72,31.13
2004/01/06,33.48,29.28,31.12
2004/01/05,33.5,28.22,31.05
2004/01/02,32.25,27.66,30.04
2003/12/31,32.25,27.82,30.3
2003/12/30,32.5,27.78,29.94
2003/12/29,32.14,27.53,29.48
2003/12/24,32.58,27.23,29.78
2003/12/23,31.53,27.03,29.63
2003/12/22,31.83,27.86,29.49
2003/12/19,32.83,28.69,30.55
2003/12/18,33.5,28.88,31
2003/12/17,33.05,28.27,30.8
2003/12/16,32.6,28.44,30.59
2003/12/15,32.9,28.2,30.69
2003/12/12,32.85,27.68,30.74
2003/12/11,31.68,27.73,30.12
2003/12/10,31.7,28.03,30.3
2003/12/09,31.55,27.83,30.36
2003/12/08,31.33,27.88,30.53
2003/12/05,30.48,27.16,28.82
2003/12/04,31.08,27.45,29.47
2003/12/03,30.88,26.94,29.38
2003/12/02,30.53,26.75,29.15
2003/12/01,29.7,26.09,28.48
2003/11/28,30.05,26.79,29.01
2003/11/27,31.05,26.27,28.83
2003/11/26,30.05,26.36,28.54
2003/11/25,29.3,26.27,28.01
2003/11/24,29.55,26.96,28.07
2003/11/21,31.65,27.71,29.39
2003/11/20,32.51,27.89,29.66
2003/11/19,32.59,27.93,29.94
2003/11/18,31.64,26.78,30.58
2003/11/17,31.4,27.35,29.29
2003/11/14,32,27.27,29.69
2003/11/13,31.58,27.5,29.34
2003/11/12,31,27.11,29.31
2003/11/11,30.85,26.83,29.1
2003/11/10,30.58,27.27,29.14
2003/11/07,30.6,26.9,28.46
2003/11/06,30,26.47,28.39
2003/11/05,30.07,25.59,28.57
2003/11/04,28.43,25.5,27.46
2003/11/03,28.67,25.88,27.74
2003/10/31,28.9,25.64,27.92
2003/10/30,28.7,25.63,27.65
2003/10/29,29.15,26.08,28.21
2003/10/28,29.59,27.06,28.86
2003/10/27,30.12,26.28,29.65
2003/10/24,30.3,26.93,29.48
2003/10/23,30.35,26.13,29.4
2003/10/22,29.91,26.38,29.11
2003/10/21,30.36,26.29,29.46
2003/10/20,30.52,27.51,29.43
2003/10/17,30.84,27.51,29.1
2003/10/16,31.44,28.62,31.2
2003/10/15,31.94,27.61,31.99
2003/10/14,32.03,27.99,31.63
2003/10/13,32.05,28.13,31.61
2003/10/09,32.05,27.52,31.83
2003/10/08,29.73,26.52,29.26
2003/10/07,30.3,26.58,29.63
2003/10/06,30.3,26.72,29.5
2003/10/03,30.27,25.91,29.29
2003/10/02,29.67,26.21,28.86
2003/10/01,29.23,25.69,28.44
2003/09/30,29,25.2,28.26
2003/09/29,28.3,24.99,27.27
2003/09/26,27.95,24.74,27.04
2003/09/25,27.9,25.06,27.07
2003/09/24,27.85,23.78,26.88
2003/09/23,26.69,23.99,25.67
2003/09/22,26.7,23.66,25.55
2003/09/19,26.8,24.05,25.49
2003/09/18,26.88,23.99,26.7
2003/09/17,26.73,24.43,25.73
2003/09/16,27.28,24.77,26.28
2003/09/15,27.85,24.6,27
2003/09/12,28.03,25.25,27.05
2003/09/10,28.58,25.76,27.25
2003/09/09,28.94,25.33,27.57
2003/09/08,28.63,25.41,27.5
2003/09/05,28.67,25.56,27.55
2003/09/04,28.69,25.94,27.61
2003/09/03,29.2,25.98,27.95
2003/09/02,29.11,26.66,27.84
2003/09/01,31.26,27.24,29.62
2003/08/29,31.46,27.42,30.01
2003/08/28,31.23,27.21,29.97
2003/08/27,30.93,26.8,29.72
2003/08/26,31.68,27.3,30.26
2003/08/25,31.18,27.56,30.14
2003/08/22,31.28,27.61,30.12
2003/08/21,31.39,26.29,30.01
2003/08/20,30.59,26.29,29.05
2003/08/19,30.34,26.67,28.92
2003/08/18,30.7,27.06,29.07
2003/08/15,30.7,27.06,29.28
2003/08/14,30.72,26.85,29.21
2003/08/13,30.39,27.72,29.56
2003/08/12,31.54,27.18,30.4
2003/08/11,31.65,27.55,30.46
2003/08/08,31.79,27.98,30.27
2003/08/07,31.99,27.56,30.92
2003/08/06,31.36,27.48,29.75
2003/08/05,31.85,27.75,30.22
2003/08/04,31.46,27.4,29.88
2003/08/01,31.96,26.39,30.21
2003/07/31,30.15,26.66,28.67
2003/07/30,30.7,26.62,28.29
2003/07/29,30.2,26.57,28.38
2003/07/28,29.75,25.88,28.05
2003/07/25,30.15,25.97,28.32
2003/07/24,30.62,26.5,28.09
2003/07/23,30.12,26.27,27.83
2003/07/22,29.8,26.28,27.63
2003/07/21,31.6,26.56,29.21
2003/07/18,31.6,26.24,29.19
2003/07/17,31.01,27.16,28.63
2003/07/16,31.61,27.3,28.6
2003/07/15,31.2,27.36,28.72
2003/07/14,31,26.73,28.88
2003/07/11,31,26.9,29.05
2003/07/10,30.8,26.7,28.6
2003/07/09,30.6,26.36,28.59
2003/07/08,29.95,25.56,27.97
2003/07/07,29.9,25.67,27.81
2003/07/03,30.1,26.53,28.24
2003/07/02,30.33,26.4,27.86
2003/07/01,30.15,26.04,28.38
2003/06/30,29.9,25.79,28.45
2003/06/27,29.03,25.22,27.25
2003/06/26,28.78,25.76,26.7
2003/06/25,31.05,25.08,27.64
2003/06/24,29.88,24.95,26.63
2003/06/23,29.9,25.31,26.97
2003/06/20,30.44,24.18,27.37
2003/06/19,29.59,24.3,26.43
2003/06/18,29.99,24.35,26.55
2003/06/17,30.59,24.61,26.97
2003/06/16,30.8,24.33,27.21
2003/06/13,30.27,24.64,28.63
2003/06/12,32.27,25.92,28.95
2003/06/11,32.03,25.59,28.47
2003/06/10,31.36,25.67,28.55
2003/06/09,30.9,25.35,28.56
2003/06/06,30.9,25.35,28.56
2003/06/05,30.74,24.85,28.03
2003/06/04,30.01,25.33,27.62
2003/06/03,30.35,25.18,28.09
2003/06/02,30.42,24.57,27.87
2003/05/30,29.28,24.36,26.63
2003/05/29,28.85,24.47,26.32
2003/05/28,28.6,24.04,26.06
2003/05/27,29.35,24.13,26.88
2003/05/26,29.58,24.37,26.78
2003/05/23,29.58,24.61,26.78
2003/05/22,29.46,24.62,27.33
2003/05/21,29.19,24.86,27.35
2003/05/20,29.27,23.74,26.8
2003/05/19,28.57,24.54,27.27
2003/05/16,28.3,24.73,26.38
2003/05/15,28.35,25.26,26.36
2003/05/14,28.8,24.83,26.8
2003/05/13,28.15,24.23,25.88
2003/05/12,27.05,24.78,25.04
2003/05/09,27.4,24.31,24.9
2003/05/08,26.67,23.87,24.75
2003/05/07,25.92,22.74,23.85
2003/05/06,25.44,22.91,23.69
2003/05/05,26.19,22.63,23.39
2003/05/02,25.4,23.36,23.12
2003/05/01,25.6,22.86,23.46
2003/04/30,25.6,22.86,23.46
2003/04/29,25.63,23.01,23.69
2003/04/28,25.42,22.98,23.05
2003/04/25,26.03,23.06,24.29
2003/04/24,26.6,23.4,23.76
2003/04/23,27.58,23.81,24.44
2003/04/22,30.63,24.44,25.84
2003/04/21,30.63,24.44,25.84
2003/04/18,30.27,24.29,25.4
2003/04/17,30.27,24.29,25.4
2003/04/16,28.88,23.71,24.98
2003/04/15,28.98,23.56,24.86
2003/04/14,28.38,23.15,24.91
2003/04/11,27.9,22.9,24.26
2003/04/10,27.25,23.4,24.95
2003/04/09,28.7,23.21,25.35
2003/04/08,27.85,23.18,25.11
2003/04/07,27.8,22.2,24.78
2003/04/04,28.53,22.91,25.44
2003/04/03,29.05,23.83,26.08
2003/04/02,28.53,24.01,25.37
2003/04/01,29.88,25.28,27.24
2003/03/31,31.14,25.81,28.09
2003/03/28,30.34,25.34,27.81
2003/03/27,30.48,24.71,27.31
2003/03/26,28.75,24.01,25.93
2003/03/25,30.4,24.98,26.78
2003/03/24,29.3,24.24,26.31
2003/03/21,27.63,24.53,27.53
2003/03/20,28.75,25.21,27.53
2003/03/19,30,25.23,28.32
2003/03/18,31.8,25.51,28.19
