日期,西德州(美元/桶),杜拜(美元/桶),布蘭特(美元/桶)
2017/06/20,43.23,45.57,45.18
2017/06/19,44.2,45.97,46.3
2017/06/16,44.74,45.83,46.64
2017/06/15,44.46,45.63,46
2017/06/14,44.73,46.94,46.23
2017/06/13,46.46,47.22,47.43
2017/06/12,46.08,47.09,47.44
2017/06/09,45.83,45.99,47.45
2017/06/08,45.64,47.05,47.15
2017/06/07,45.72,48.39,47.43
2017/06/06,48.19,47.79,49.18
2017/06/05,47.4,48.64,48.8
2017/06/02,47.66,47.86,49.32
2017/06/01,48.36,49.72,49.75
2017/05/31,48.32,49.48,50.08
2017/05/30,49.66,50.36,51.3
2017/05/26,49.8,50.28,51.75
2017/05/25,48.65,52.24,50.85
2017/05/24,51.11,53.06,53.39
2017/05/23,51.17,52.09,53.67
2017/05/22,50.73,52.77,53.31
2017/05/19,50.33,52.04,53.35
2017/05/18,49.35,50.91,51.93
2017/05/17,49.07,50.47,51.43
2017/05/16,48.66,50.9,50.75
2017/05/15,48.85,50.84,51.28
2017/05/12,47.84,49.5,50.24
2017/05/11,47.83,49.69,50.21
2017/05/10,47.33,48.06,49.68
2017/05/09,45.88,48.34,48.24
2017/05/08,46.43,47.89,48.77
2017/05/05,46.22,47.59,48.91
2017/05/04,45.52,49.38,47.76
2017/05/03,47.82,49.85,49.93
2017/05/02,47.66,50.6,50.38
2017/05/01,48.84,50.19,50.75
2017/04/28,49.33,50.19,50.86
2017/04/27,48.97,49.87,50.81
2017/04/26,49.62,50.57,51.1
2017/04/25,49.21,50.31,51.41
2017/04/24,48.88,51.01,51.12
2017/04/21,49.27,51.68,51.14
2017/04/20,50.27,51.68,52
2017/04/19,50.44,53.15,52.26
2017/04/18,52.41,53.3,54.07
2017/04/17,52.65,53.71,54.75
2017/04/14,53.18,54.17,54.67
2017/04/13,53.18,54.17,54.67
2017/04/12,53.11,55.03,54.72
2017/04/11,53.4,54.29,55.32
2017/04/10,53.08,53.91,55.13
2017/04/07,52.24,53.88,54.29
2017/04/06,51.7,52.62,54.08
2017/04/05,51.15,52.91,53.2
2017/04/04,51.03,51.07,53.3
2017/04/03,50.24,51.72,52.29
2017/03/31,50.6,51.02,52.78
2017/03/30,50.35,50.48,52.19
2017/03/29,49.51,50.14,51.73
2017/03/28,48.37,49.51,50.65
2017/03/27,47.73,49.08,50.2
2017/03/24,47.32,49.21,50.51
2017/03/23,47,49.28,49.91
2017/03/22,47.34,48.54,50.14
2017/03/21,47.34,50.4,50.35
2017/03/20,48.22,49.54,51.09
2017/03/17,48.78,50.21,51.21
2017/03/16,48.75,50.63,51.2
2017/03/15,48.86,49.87,51.5
2017/03/14,47.72,50.13,51.04
2017/03/13,48.4,50.13,50.79
2017/03/10,48.49,51.2,50.66
2017/03/09,49.28,51.84,51.79
2017/03/08,50.28,53.89,52.54
2017/03/07,53.14,54.41,54.84
2017/03/06,53.2,53.77,55.17
2017/03/03,53.33,53.75,55.07
2017/03/02,52.61,54.54,54.35
2017/03/01,53.83,55.21,55.65
2017/02/28,54.01,54.15,55.59
2017/02/27,54.05,54.77,55.53
2017/02/24,53.49,54.34,55.57
2017/02/23,54.1,54.32,56.17
2017/02/22,53.29,54.08,55.83
2017/02/21,54.06,54.7,56.12
2017/02/20,53.4,53.78,55.07
2017/02/17,53.4,53.78,55.07
2017/02/16,53.36,53.84,55.07
2017/02/15,53.11,53.58,55.07
2017/02/14,53.2,54.33,55.16
2017/02/13,52.93,54.2,55.08
2017/02/10,53.86,54.46,56.05
2017/02/09,53,53.95,55.24
2017/02/08,52.34,52.87,54.64
2017/02/07,52.17,53.85,53.97
2017/02/06,53.01,54.97,55.29
2017/02/03,53.83,54.79,56.47
2017/02/02,53.54,54.88,56.29
2017/02/01,53.88,53.27,56.15
2017/01/31,52.81,53,54.81
2017/01/30,52.63,54.23,54.46
2017/01/27,53.17,54.23,54.86
2017/01/26,53.78,53.52,55.54
2017/01/25,52.25,52.98,54.71
2017/01/24,52.53,53.34,54.69
2017/01/23,51.95,52.91,54.81
2017/01/20,52.42,52.15,54.92
2017/01/19,51.37,51.84,53.59
2017/01/18,51.08,52.43,53.65
2017/01/17,52.48,53.9,54.95
2017/01/16,52.37,53.93,55.15
2017/01/13,52.37,53.93,55.15
2017/01/12,53.01,53.34,55.6
2017/01/11,52.25,52.01,54.66
2017/01/10,50.82,52.91,52.9
2017/01/09,51.96,53.94,54.01
2017/01/06,53.99,55.01,56.3
2017/01/05,53.76,54.01,56.4
2017/01/04,53.26,53.58,55.81
2017/01/03,52.33,55.25,54.98
2017/01/02,53.72,53.99,55.41
2016/12/30,53.72,53.99,55.41
2016/12/29,53.77,53.32,55.44
2016/12/28,54.06,53.16,55.29
2016/12/27,52.02,51.45,54.38
2016/12/26,52.02,51.45,54.38
2016/12/23,52.02,51.45,54.38
2016/12/22,51.95,51.14,54.2
2016/12/21,51.29,52.33,53.81
2016/12/20,52.23,51.81,54.97
2016/12/19,52.12,52.08,54.34
2016/12/16,51.9,50.73,54.54
2016/12/15,50.9,51.03,53.43
2016/12/14,51.04,52.35,53.05
2016/12/13,52.98,53.05,54.43
2016/12/12,52.83,53.92,54.36
2016/12/09,51.5,51.29,53.54
2016/12/08,50.84,50.22,53.02
2016/12/07,49.77,50.99,51.96
2016/12/06,50.93,51.88,52.95
2016/12/05,51.79,51.56,53.42
2016/12/02,51.68,50.3,53.79
2016/12/01,51.06,48.82,53.03
2016/11/30,49.44,45.67,49.93
2016/11/29,45.23,44.73,45.94
2016/11/28,47.08,43.76,47.6
2016/11/25,44.76,45.16,46.58
2016/11/24,46.66,45.7,48.58
2016/11/23,46.66,45.7,48.58
2016/11/22,46.63,46.02,48.39
2016/11/21,47.49,43.77,48.05
2016/11/18,45.69,42.47,45.89
2016/11/17,45.42,43.23,45.15
2016/11/16,45.57,43.05,45.69
2016/11/15,45.81,41.63,46.02
2016/11/14,43.32,41.84,43.73
2016/11/11,43.41,42.68,43.79
2016/11/10,44.66,43.28,44.9
2016/11/09,45.27,42.58,45.18
2016/11/08,44.98,43.18,44.96
2016/11/07,44.89,42.83,46.14
2016/11/04,44.07,42.97,45.57
2016/11/03,44.66,43.68,46.35
2016/11/02,45.34,44.01,46.86
2016/11/01,46.67,45.26,47.85
2016/10/31,46.86,45.83,46.7
2016/10/28,48.7,46.68,47.97
2016/10/27,49.72,46.55,48.6
2016/10/26,49.18,46.16,48.27
2016/10/25,49.51,47.81,48.28
2016/10/24,50.12,48.03,49.63
2016/10/21,50.55,48.02,50
2016/10/20,50.43,48.35,49.57
2016/10/19,51.6,48.76,50.89
2016/10/18,50.29,48.26,50.33
2016/10/17,49.94,48.38,49.92
2016/10/14,50.35,49.93,50.36
2016/10/13,50.44,49.12,50.37
2016/10/12,50.18,49.99,50
2016/10/11,50.79,50.1,51.1
2016/10/10,51.35,48.93,51.56
2016/10/07,49.81,49.33,50.35
2016/10/06,50.44,48.98,51.19
2016/10/05,49.83,48.96,50.28
2016/10/04,48.69,47.6,49.92
2016/10/03,48.81,47.76,49.2
2016/09/30,48.24,45.37,47.71
2016/09/29,47.83,45.16,47.85
2016/09/28,47.05,42.94,47.58
2016/09/27,44.67,43.05,44.98
2016/09/26,45.93,43.05,45.67
2016/09/23,44.33,44.67,44.86
2016/09/22,46.17,44.03,46.36
2016/09/21,45.14,43.66,45.95
2016/09/20,43.44,42.47,45.33
2016/09/19,43.3,42.98,44.8
2016/09/16,43.03,42.51,44.94
2016/09/15,43.91,42.73,45.3
2016/09/14,43.58,43.46,44.77
2016/09/13,44.9,43.62,45.92
2016/09/12,46.29,45.47,47.04
2016/09/09,45.88,45.47,46.94
2016/09/08,47.62,44.94,48.87
2016/09/07,45.5,43.91,47.44
2016/09/06,44.83,43.47,46.73
2016/09/05,44.44,42.13,45.89
2016/09/02,44.44,42.13,45.89
2016/09/01,43.16,43.38,45.09
2016/08/31,44.7,44.83,46.18
2016/08/30,46.35,46.48,47.45
2016/08/29,46.98,46,48.69
2016/08/26,47.64,46.04,49.09
2016/08/25,46.93,46.02,48.98
2016/08/24,46.47,46.12,48.37
2016/08/23,47.65,45.45,48.67
2016/08/22,47.05,46.76,48.25
2016/08/19,48.52,47.84,50
2016/08/18,48.22,47.07,50.1
2016/08/17,46.79,45.98,49.01
2016/08/16,46.58,45.67,48.23
2016/08/15,45.74,43.85,47.41
2016/08/12,44.49,43.02,46.14
2016/08/11,43.49,40.6,44.74
2016/08/10,41.71,41.27,42.58
2016/08/09,42.77,41.45,43.75
2016/08/08,43.02,41.45,44.06
2016/08/05,41.8,40.62,43.32
2016/08/04,41.93,39.43,43.03
2016/08/03,40.83,38.82,42.36
2016/08/02,39.51,39.34,40.51
2016/08/01,40.06,39.51,40.81
2016/07/29,41.6,38.68,41.01
2016/07/28,41.14,39.64,41.2
2016/07/27,41.92,40.42,42.21
2016/07/26,42.92,40.76,43.24
2016/07/25,42.38,41.37,43.43
2016/07/22,43.49,42.26,44.42
2016/07/21,43.95,43.12,44.63
2016/07/20,44.94,42.87,45.84
2016/07/19,44.65,42.73,45.31
2016/07/18,45.24,43.66,45.62
2016/07/15,45.95,42.92,46.58
2016/07/14,45.68,42.49,45.69
2016/07/13,44.75,43.54,45.13
2016/07/12,46.8,43.23,46.49
2016/07/11,44.76,42.29,44.3
2016/07/08,45.41,42.25,44.79
2016/07/07,45.14,44.92,44.86
2016/07/06,47.43,44.43,47.34
2016/07/05,46.6,44.43,46.49
2016/07/04,48.99,44.85,49.31
2016/07/01,48.99,44.85,49.31
2016/06/30,48.33,46.83,48.42
2016/06/29,49.88,45.42,48.68
2016/06/28,47.85,44.27,47.31
2016/06/27,46.33,44.95,46.1
2016/06/24,46.94,44.83,46.99
2016/06/23,49.21,46.52,49.44
2016/06/22,48.43,47.2,48.36
2016/06/21,48.85,46.41,49.54
2016/06/20,49.37,46.18,48.93
2016/06/17,47.98,44.15,47.81
2016/06/16,46.21,44.95,45.48
2016/06/15,48.01,45.63,47.08
2016/06/14,48.49,45.44,47.48
2016/06/13,48.88,45.83,48.25
2016/06/10,49.07,46.78,48.86
2016/06/09,50.56,47.73,50.39
2016/06/08,51.23,47.42,51.33
2016/06/07,50.36,46.36,49.95
2016/06/06,49.69,45.94,49.04
2016/06/03,48.62,45.66,48.98
2016/06/02,49.17,45.48,49.12
2016/06/01,49.01,44.38,48.91
2016/05/31,49.1,46.16,48.32
2016/05/30,49.33,45.78,48.96
2016/05/27,49.33,45.78,48.96
2016/05/26,49.48,46.44,49.8
2016/05/25,49.16,45.73,49.29
2016/05/24,48.17,44.88,48.49
2016/05/23,47.48,45.15,47.8
2016/05/20,47.75,45.69,48.28
2016/05/19,48.16,44.37,48.32
2016/05/18,48.19,45.74,47.86
2016/05/17,48.31,45.43,48.8
2016/05/16,47.72,45.31,48.52
2016/05/13,46.21,43.59,47.32
2016/05/12,46.7,43.89,47.12
2016/05/11,46.23,41.18,46.56
2016/05/10,44.66,40.32,45.13
2016/05/09,43.44,42.21,43.02
2016/05/06,44.66,40.82,44.82
2016/05/05,44.32,41.89,44.73
2016/05/04,43.78,41.12,44.3
2016/05/03,43.65,41.69,44.55
2016/05/02,44.78,44.17,45.43
2016/04/29,45.92,44.17,46.44
2016/04/28,46.03,42.9,46.63
2016/04/27,45.33,42.66,46.01
2016/04/26,44.04,40.71,44.96
2016/04/25,41.24,40.57,43.49
2016/04/22,42.68,41.14,44.01
2016/04/21,42.23,41.58,43.39
2016/04/20,42.63,39.15,44.39
2016/04/19,41.08,39.38,42.91
2016/04/18,39.78,37.83,42.03
2016/04/15,40.36,39.27,41.94
2016/04/14,41.5,40.4,42.7
2016/04/13,41.76,40.53,42.77
2016/04/12,42.17,39.52,43.33
2016/04/11,40.36,37.88,41.84
2016/04/08,39.72,36.84,41.06
2016/04/07,37.26,35.97,38.66
2016/04/06,37.75,34.92,38.92
2016/04/05,35.89,33.81,37.43
2016/04/04,35.7,34.78,36.7
2016/04/01,36.79,35.78,37.81
2016/03/31,38.34,34.86,38.72
2016/03/30,38.32,35.2,38.77
2016/03/29,38.28,34.66,38.62
2016/03/28,39.39,35.97,39.32
2016/03/25,37.96,35.12,39.54
2016/03/24,37.96,35.12,39.54
2016/03/23,38.49,37.72,39.76
2016/03/22,39.95,37.68,40.92
2016/03/21,39.91,37.13,40.67
2016/03/18,39.44,37.11,40.54
2016/03/17,40.2,37.19,40.65
2016/03/16,38.46,34.85,39.46
2016/03/15,36.34,35.17,37.88
2016/03/14,37.18,35.17,38.59
2016/03/11,38.5,36.02,39.44
2016/03/10,37.84,36.04,39.45
2016/03/09,38.29,35.57,39.88
2016/03/08,36.5,35.86,38.95
2016/03/07,37.9,34.85,40.22
2016/03/04,35.92,32.29,38.46
2016/03/03,34.57,31.89,36.6
2016/03/02,34.66,31.87,36.74
2016/03/01,34.4,32.03,36.24
2016/02/29,33.75,29.81,35.95
2016/02/26,32.78,31.15,34.74
2016/02/25,32.17,29.53,34.51
2016/02/24,30.4,28.03,33.91
2016/02/23,30.07,29.53,32.45
2016/02/22,31.48,29.5,34.05
2016/02/19,29.64,30.17,32.49
2016/02/18,30.77,30.69,33.45
2016/02/17,30.66,28.51,34.44
2016/02/16,29.04,29.44,31.78
2016/02/15,29.44,27.86,32.31
2016/02/12,29.44,27.86,32.31
2016/02/11,26.21,26.69,31.07
2016/02/10,27.45,27.27,30.97
2016/02/09,27.94,30.74,30.41
2016/02/08,29.69,30.74,32.74
2016/02/05,30.89,30.74,33.75
2016/02/04,31.72,31.52,34
2016/02/03,32.28,29.46,35.34
2016/02/02,29.88,29.81,31.98
2016/02/01,31.62,32.02,33.47
2016/01/29,33.62,29.5,33.21
2016/01/28,33.22,28.39,33.07
2016/01/27,32.3,25.9,31.73
2016/01/26,31.45,24.47,29.73
2016/01/25,28.39,26.13,28.64
2016/01/22,30.99,25.38,30.92
2016/01/21,28.28,22.49,28.17
2016/01/20,26.55,22.94,26.43
2016/01/19,28.46,24.56,27.34
2016/01/18,29.42,25.27,28.04
2016/01/15,29.42,25.27,28.04
2016/01/14,31.2,25.72,29.84
2016/01/13,30.48,27.12,28.36
2016/01/12,30.44,26.66,28.74
2016/01/11,31.41,28.47,29.68
2016/01/08,33.16,29.26,32.06
2016/01/07,33.27,28.22,32.35
2016/01/06,33.97,29.95,33.01
2016/01/05,35.97,32.29,35.6
2016/01/04,36.76,33.11,36.23
2015/12/31,37.04,32.13,35.75
2015/12/30,36.6,32.25,35.07
2015/12/29,37.87,32.18,36.35
2015/12/28,36.81,32,36.14
2015/12/25,36.9,32,36.14
2015/12/24,36.9,32,36.14
2015/12/23,36.9,32,36.14
2015/12/22,35.19,31.94,34.85
2015/12/21,34.74,31.87,34.8
2015/12/18,34.73,32.4,35.09
2015/12/17,34.95,32.36,35.32
2015/12/16,35.52,31.87,36.12
2015/12/15,37.35,32.48,36.86
2015/12/14,36.31,33.74,38.47
2015/12/11,35.62,35.55,37.14
2015/12/10,36.76,35.96,38.97
2015/12/09,37.16,36.21,39.67
2015/12/08,37.51,38.54,39.61
2015/12/07,37.65,38.54,39.93
2015/12/04,39.97,40.19,42.06
2015/12/03,41.08,39.52,42.94
2015/12/02,39.94,40.29,42.02
2015/12/01,41.85,41.32,43.48
2015/11/30,41.65,39.67,42.81
2015/11/27,41.71,41.01,43.05
2015/11/26,41.79,41.07,46.31
2015/11/25,41.27,40.7,45.53
2015/11/24,41.27,40.7,44.27
2015/11/23,40.05,39.24,43.1
2015/11/20,40.39,40.11,42.27
2015/11/19,40.54,39.91,41.97
2015/11/18,40.75,39.41,42.05
2015/11/17,40.94,40.22,41.71
2015/11/16,41.74,41.03,42.71
2015/11/13,40.74,41.61,42.12
2015/11/12,41.75,42.51,43.3
2015/11/11,42.93,43.83,44.88
2015/11/10,44.21,44.37,45.88
2015/11/09,43.87,44.37,46.36
2015/11/06,44.29,44.92,46.54
2015/11/05,45.2,45.55,46.87
2015/11/04,46.32,47.11,47.55
2015/11/03,47.9,45.67,49.02
2015/11/02,46.14,46.23,47.38
2015/10/30,46.59,45.61,47.63
2015/10/29,46.06,45.31,46.61
2015/10/28,45.94,43.95,47.33
2015/10/27,43.2,43.78,45.05
2015/10/26,43.98,44.43,45.43
2015/10/23,43.65,44.22,45.92
2015/10/22,44.83,44.85,46.33
2015/10/21,44.65,45.01,45.95
2015/10/20,45.55,44.67,46.82
2015/10/19,45.89,46.37,47.5
2015/10/16,47.26,47.13,49.14
2015/10/15,46.38,46.28,48.75
2015/10/14,46.64,46.68,47.8
2015/10/13,46.66,47.36,48.38
2015/10/12,47.1,50.41,49.58
2015/10/09,49.63,51.07,51.93
2015/10/08,49.43,49.38,52.63
2015/10/07,47.81,50.72,51.18
2015/10/06,48.53,47.3,51.4
2015/10/05,46.26,46.7,48.56
2015/10/02,45.54,45.7,47.39
2015/10/01,44.74,47.21,47.07
2015/09/30,45.09,44.04,47.17
2015/09/29,45.23,43.96,46.5
2015/09/28,44.43,43.98,45.8
2015/09/25,45.7,44.79,46.77
2015/09/24,44.79,45.89,46.62
2015/09/23,44.37,45.89,46
2015/09/22,45.83,44.72,47.25
2015/09/21,46.68,44.62,46.93
2015/09/18,44.68,45.85,46
2015/09/17,46.9,45.25,47.55
2015/09/16,47.15,44.7,48.02
2015/09/15,44.59,44.52,46.12
2015/09/14,44,46.19,45.55
2015/09/11,44.63,46.31,47.41
2015/09/10,45.92,46.31,48.04
2015/09/09,44.15,47.98,46.64
2015/09/08,45.94,46.95,48.24
2015/09/07,46.05,48.71,48.72
2015/09/04,46.05,48.71,48.72
2015/09/03,46.75,48.7,50
2015/09/02,46.25,47.24,49.8
2015/09/01,45.41,51.2,47.77
2015/08/31,49.2,48.22,51.2
2015/08/28,45.22,47.26,48.24
2015/08/27,42.56,44.55,45.63
2015/08/26,38.6,43.06,41.66
2015/08/25,39.13,43.82,41.37
2015/08/24,38.09,42.97,40.64
2015/08/21,40.24,45.94,44.26
2015/08/20,41.14,46.33,45.04
2015/08/19,40.8,48.74,45.17
2015/08/18,42.62,48.73,47.55
2015/08/17,41.87,49.35,47.56
2015/08/14,42.5,47.69,47.36
2015/08/13,42.23,48.62,48.66
2015/08/12,43.3,48.26,49.42
2015/08/11,43.08,48.58,48.43
2015/08/10,44.96,48.11,49.55
2015/08/07,43.87,48.1,47.99
2015/08/06,44.66,48.11,49.17
2015/08/05,45.15,48.54,48.8
2015/08/04,45.74,48.59,49.38
2015/08/03,45.17,49.79,48.99
2015/07/31,47.12,53.13,50.38
2015/07/30,48.52,54.09,52.39
2015/07/29,48.79,52.91,52.78
2015/07/28,47.98,52.58,52.28
2015/07/27,47.39,53.6,52.13
2015/07/24,47.99,54.12,53.86
2015/07/23,48.25,55.39,54.65
2015/07/22,48.87,55.97,55.28
2015/07/21,50.36,55.74,56.09
2015/07/20,50.15,55.12,55.67
2015/07/17,50.89,56.72,56.35
2015/07/16,50.91,56.72,56.52
2015/07/15,51.41,57.18,56.23
2015/07/14,53.04,55.95,57.57
2015/07/13,52.2,57.05,57.3
2015/07/10,52.74,58.3,58.17
2015/07/09,52.78,56.82,57.56
2015/07/08,51.65,55.85,56.21
2015/07/07,52.33,55.91,56.21
2015/07/06,52.53,57.45,55.78
2015/07/03,56.93,61.17,60.82
2015/07/02,56.93,61.17,60.82
2015/07/01,56.96,61.83,60.86
2015/06/30,59.47,60.91,61.39
2015/06/29,58.33,59.85,60.57
2015/06/26,59.63,61.5,61.48
2015/06/25,59.55,61.98,61.91
2015/06/24,60.12,62.91,62.06
2015/06/23,60.78,61.81,62.34
2015/06/22,59.68,61.38,61.26
2015/06/19,59.61,61.55,60.91
2015/06/18,60.45,62.41,62.83
2015/06/17,59.92,62.55,61.48
2015/06/16,59.97,61.26,62.15
2015/06/15,59.52,61.73,62.8
2015/06/12,59.96,62.54,65.17
2015/06/11,60.77,62.93,63.88
2015/06/10,61.43,63.89,64.71
2015/06/09,60.14,61.36,64.25
2015/06/08,58.14,60.82,61.61
2015/06/05,59.13,59.71,62.75
2015/06/04,58,61.36,60.95
2015/06/03,59.64,61.63,65.34
2015/06/02,61.26,63.24,64.34
2015/06/01,60.2,59.56,64.22
2015/05/29,60.3,59.56,63.97
2015/05/28,57.68,59.56,61.35
2015/05/27,57.51,61.54,61.12
2015/05/26,58.03,62.72,62.54
2015/05/25,59.02,62.75,66.13
2015/05/22,59.02,62.75,64.81
2015/05/21,59.97,63.39,65.41
2015/05/20,58.48,62.07,63.55
2015/05/19,57.26,62.72,63.02
2015/05/18,59.43,65.03,66.37
2015/05/15,59.69,64.71,65.84
2015/05/14,59.88,65.3,65.84
2015/05/13,60.5,65.67,65.78
2015/05/12,60.75,64.24,66.14
2015/05/11,59.25,63.28,63.94
2015/05/08,59.39,63.7,66.86
2015/05/07,58.94,66.35,68.54
2015/05/06,60.93,66.96,66.27
2015/05/05,60.4,64.81,66.39
2015/05/04,58.93,64.8,65.49
2015/05/01,59.15,63.38,65.4
2015/04/30,59.63,63.38,64.84
2015/04/29,58.58,61.47,63.64
2015/04/28,57.06,61.8,62.72
2015/04/27,56.99,61.99,62.45
2015/04/24,55.55,62.34,63.67
2015/04/23,56.59,60,62.65
2015/04/22,55.06,59.26,60.4
2015/04/21,55.26,59.98,59.34
2015/04/20,56.38,61.64,61.23
2015/04/17,55.74,61.18,63.12
2015/04/16,56.71,60.82,61.49
2015/04/15,56.39,58.79,60.36
2015/04/14,53.29,57.1,57.7
2015/04/13,51.91,57.49,56.79
2015/04/10,51.64,54.83,57.28
2015/04/09,50.79,55.6,55.86
2015/04/08,50.42,56.38,55.16
2015/04/07,53.98,56.16,57.58
2015/04/06,52.14,54.94,57.15
2015/04/02,49.14,55.74,54.3
2015/04/01,50.09,54.01,55.33
2015/03/31,47.6,53.84,55.11
2015/03/30,48.68,53.04,54.69
2015/03/27,48.87,55.88,54.34
2015/03/26,51.43,56.39,57.08
2015/03/25,48.66,53.7,54.35
2015/03/24,47.11,54.47,53.22
2015/03/23,47.45,52.87,55.92
2015/03/20,45.72,52.01,53.17
2015/03/19,43.96,52.69,52.38
2015/03/18,44.66,50.63,54.35
2015/03/17,43.46,51.54,51.33
2015/03/16,43.88,51.69,52.55
2015/03/13,44.84,54.42,53.74
2015/03/12,47.05,55.4,57.08
2015/03/11,48.17,54.21,57.16
2015/03/10,48.29,55.3,55.99
2015/03/09,49.61,58.46,59.35
2015/03/06,50.76,58.7,60.12
2015/03/05,50.76,58.7,60.14
2015/03/04,51.53,57.8,60.55
2015/03/03,50.52,58.81,60.88
2015/03/02,49.59,59.56,60.82
2015/02/27,49.76,57.39,62.58
2015/02/26,48.17,58.42,60.05
2015/02/25,50.99,55.84,61.63
2015/02/24,49.28,56.06,58.66
2015/02/23,49.45,57.29,58.9
2015/02/20,50.34,59.32,60.22
2015/02/19,51.16,59.32,60.21
2015/02/18,52.14,59.32,60.53
2015/02/17,53.53,58.89,62.53
2015/02/16,52.78,58.83,61.4
2015/02/13,52.78,57.7,61.52
2015/02/12,51.21,54.75,57.05
2015/02/11,48.84,54.91,54.66
2015/02/10,50.02,55.83,56.43
2015/02/09,52.86,55.37,58.34
2015/02/06,51.69,54.23,57.8
2015/02/05,50.48,51.41,56.57
2015/02/04,48.45,54.72,54.16
2015/02/03,53.05,52.62,57.91
2015/02/02,49.57,48.81,54.75
2015/01/30,48.24,45.59,52.99
2015/01/29,44.53,44.63,49.13
2015/01/28,44.45,44.83,48.47
2015/01/27,46.23,43.63,49.6
2015/01/26,45.15,44.15,48.16
2015/01/23,45.59,44.42,48.79
2015/01/22,46.31,44.65,48.52
2015/01/21,47.78,44.75,49.03
2015/01/20,46.39,44.82,47.99
2015/01/19,48.69,46.04,48.84
2015/01/16,48.69,43.92,50.17
2015/01/15,46.25,44.48,47.67
2015/01/14,48.48,42.55,48.69
2015/01/13,45.89,43.3,46.59
2015/01/12,46.07,45.67,47.43
2015/01/09,48.36,47.41,50.11
2015/01/08,48.79,47.5,50.96
2015/01/07,48.65,46.6,51.15
2015/01/06,47.93,48.08,51.1
2015/01/05,50.04,50.98,53.11
2015/01/02,52.9,53.27,55.76
2014/12/31,53.22,53.6,56.21
2014/12/30,53.95,53.62,56.87
2014/12/29,53.65,55.87,57.84
2014/12/26,55.23,56.32,59.07
2014/12/25,55.78,57.22,59.46
2014/12/24,55.78,57.22,59.46
2014/12/23,57.08,56.2,60.35
2014/12/22,55.14,58.09,59.37
2014/12/19,57.19,55.7,60.34
2014/12/18,54.46,56.42,59.09
2014/12/17,56.37,55.56,60.62
2014/12/16,55.94,56.5,60.14
2014/12/15,55.78,59.56,61.09
2014/12/12,57.83,60.51,61.79
2014/12/11,59.91,61.57,63.33
2014/12/10,61.02,63.76,63.76
2014/12/09,63.8,63.2,66.48
2014/12/08,63.14,65.62,66
2014/12/05,65.83,66.24,67.25
2014/12/04,66.73,66.95,69.1
2014/12/03,67.39,67.07,70.1
2014/12/02,66.98,69.02,70.86
2014/12/01,69.16,66.49,71.8
2014/11/28,73.78,69.09,70.97
2014/11/27,73.78,73.33,71.64
2014/11/26,73.78,75.71,77.67
2014/11/25,74.04,77.11,77.95
2014/11/24,75.87,77.54,79.57
2014/11/21,76.5,75.9,79.73
2014/11/20,75.7,74.18,78.34
2014/11/19,74.58,74.46,77.77
2014/11/18,74.54,75.08,77.94
2014/11/17,75.66,75.14,78.19
2014/11/14,75.95,74.01,78.14
2014/11/13,74.24,77.56,77.87
2014/11/12,77.04,78.55,80.42
2014/11/11,77.66,79.16,80.96
2014/11/10,77.44,80.08,82.5
2014/11/07,78.72,79.67,83.36
2014/11/06,78.04,79.8,82.53
2014/11/05,78.83,79.77,83.03
2014/11/04,77.21,81.65,82.57
2014/11/03,79.83,84.04,84.86
2014/10/31,80.71,84.27,85.13
2014/10/30,81.09,84.82,85.98
2014/10/29,82.24,84.14,87.02
2014/10/28,81.41,83.98,85.87
2014/10/27,80.92,84.19,85.59
2014/10/24,81.35,84.63,86.09
2014/10/23,82.24,83.25,86.4
2014/10/22,80.99,84.33,85.68
2014/10/21,83.13,84.33,85.8
2014/10/20,82.84,84.89,84.99
2014/10/17,82.98,83.85,85.68
2014/10/16,82.79,83.07,83.95
2014/10/15,81.69,84.23,84.06
2014/10/14,81.84,87.34,85.76
2014/10/13,85.73,88.25,88.42
2014/10/10,85.9,88.04,89.56
2014/10/09,85.49,89.23,90.28
2014/10/08,87.48,89.93,90.88
2014/10/07,88.82,90.88,91.38
2014/10/06,90.41,90.14,91.77
2014/10/03,89.83,91.12,91.53
2014/10/02,91.18,91.86,92.3
2014/10/01,90.77,93.52,94.44
2014/09/30,91.23,95.01,94.74
2014/09/29,94.63,94.9,96.56
2014/09/26,93.56,94.91,96.18
2014/09/25,93.38,94.92,96.24
2014/09/24,93.51,94.84,95.82
2014/09/23,92,94.92,95.96
2014/09/22,91.65,95.92,96.2
2014/09/19,92.51,95.42,97.57
2014/09/18,93.1,96.37,97.23
2014/09/17,94.35,96.46,98.41
2014/09/16,94.87,94.94,98.28
2014/09/15,92.6,95.19,96.56
2014/09/12,92.28,95.89,96.76
2014/09/11,92.91,95.81,97.26
2014/09/10,91.7,96.77,97.3
2014/09/09,92.78,97.56,98.85
2014/09/08,92.83,98.07,99.35
2014/09/05,93.43,99.03,100.27
2014/09/04,94.49,100.05,101.52
2014/09/03,95.52,97.74,101.9
2014/09/02,92.95,100.39,100.25
2014/09/01,95.97,100.94,102.17
2014/08/29,95.97,100.52,102.31
2014/08/28,94.61,100.68,101.74
2014/08/27,93.94,100.51,101.83
2014/08/26,93.89,100.49,101.87
2014/08/25,94.17,100.24,101.52
2014/08/22,94.74,100.52,101.52
2014/08/21,95.22,100.3,101.64
2014/08/20,96.19,100.45,101.28
2014/08/19,94.63,100.64,100.63
